date,universe_size,n_factors,explained_variance,n_tradeable,median_kappa,median_half_life_days,mean_r_squared,n_long,n_short,gross_exposure,net_exposure,factor_exposure_before_hedge,factor_exposure_after_hedge
2014-02-06,46,4,0.5578942671790781,46,38.93086539726869,4.487142080484295,0.586571414629656,8,6,0.8254301296611721,-0.05676568684188844,0.14869079606753446,1.3183898417423734e-16
2014-02-07,46,4,0.5584066141947172,46,37.87911068312961,4.611354786882044,0.5878922500106658,8,7,0.9294429982431958,-0.03365547471548599,0.3208525643432316,3.157196726277789e-16
2014-02-10,46,4,0.5591283072397295,46,37.1940004461348,4.704498177349716,0.5862300184616809,8,6,0.8702579942781395,-0.032255347126031154,0.27278782986777605,2.185751579730777e-16
2014-02-11,46,4,0.5608008991406324,46,34.844050639352105,5.0241832542276885,0.5912476664408873,7,4,0.7313016640602444,0.0146449024912515,0.27854523751934995,1.5634195327240974e-16
2014-02-12,46,4,0.5610836983283867,46,38.13488707883464,4.590329891245377,0.593316913902074,9,4,0.8177100624555166,-0.001990116156124355,0.24265218615442857,1.700029006457271e-16
2014-02-13,46,4,0.5596747572681865,46,35.19713284197402,4.962924083405998,0.591852816136916,9,3,0.7951412215169084,-0.011704228832701504,0.30668171608606926,2.185751579730777e-16
2014-02-14,46,4,0.5596376449190905,46,40.164396010357784,4.348982510237839,0.5894634367239872,10,7,0.9318547437438892,-0.0117050013939691,0.17281449051870457,1.249000902703301e-16
2014-02-17,46,4,0.5569138924774849,46,37.30500339898748,4.684283924097173,0.5884146055076418,10,9,1.0312781274747884,-0.032403318554336064,0.14574166251599344,5.551115123125783e-17
2014-02-18,46,4,0.5559607363992437,46,37.550113647495635,4.6520570873528495,0.5871028141996454,10,10,1.0771217019513581,-0.03377452593876489,0.16288925105820304,2.0816681711721685e-17
2014-02-19,46,4,0.5562413973675827,46,34.6550208717272,5.042077441795037,0.588897333148228,10,10,1.095131572259857,-0.026640412033415516,0.2214050310664417,1.1102230246251565e-16
2014-02-20,46,4,0.5517513839359318,45,35.3812234030426,4.936886650620601,0.5856813314454251,9,10,1.0724476260479678,-0.02648776335313399,0.22463243050923026,1.0408340855860843e-16
2014-02-21,46,4,0.5508232845458142,46,35.519489449723935,4.9182178568034445,0.5853184917280886,10,9,1.0859874216287495,-0.045227142920134876,0.22729068681911982,1.5265566588595902e-16
2014-02-24,46,4,0.5499339977312445,46,35.05135642013877,4.9843379528297955,0.5795230719973344,10,9,1.0882049490788213,-0.040514044500299516,0.2272927313503126,9.020562075079397e-17
2014-02-25,46,4,0.548897466440604,46,33.09158979188385,5.278497643211888,0.5757006667788154,10,9,1.086460649178056,-0.036182999484877916,0.15453886611833995,1.20346441145891e-16
2014-02-26,46,4,0.5485231817684082,45,33.49399902333204,5.215056266629384,0.5723987856788466,9,9,1.0532528934938852,-0.0708937183709146,0.31034851347781606,1.4224732503009818e-16
2014-02-27,46,4,0.5448479291393993,46,33.286741112533875,5.24869707575027,0.5704108450730316,11,9,1.1795892414176596,-0.07697521025875845,0.34227960259483686,2.498001805406602e-16
2014-02-28,46,4,0.5451434770914655,46,33.10674048666139,5.276389116400633,0.5563555112258596,10,8,1.0909439245044055,-0.09278059482531412,0.28270671085577,1.3877787807814457e-16
2014-03-03,46,4,0.5525790827203607,46,29.707260099422925,5.880496906004807,0.5821916183274869,11,9,1.14412183944234,-0.09280688531037885,0.356683938178929,1.8041124150158794e-16
2014-03-04,46,4,0.5570614478814625,46,29.988054167050404,5.829001493242823,0.5951548887716854,11,9,1.1380570519769622,-0.08752184879301461,0.41225231468824336,4.735795089416683e-16
2014-03-05,46,4,0.5577519906392102,46,33.397184261002806,5.232246127952953,0.5953034900055522,11,9,1.1316362756399485,-0.10199513893869264,0.33402000996116515,1.6653345369377348e-16
2014-03-06,46,4,0.5575919514292479,46,31.798080012735973,5.493197727302732,0.5925165875384791,10,8,1.0546348182395506,-0.09223865746317503,0.34367528777418943,2.203098814490545e-16
2014-03-07,46,4,0.5600455832535458,46,31.598551431285834,5.530552379136852,0.595051762749716,10,7,0.9995379159412153,-0.10213753730714642,0.32167216198952653,1.249000902703301e-16
2014-03-10,46,4,0.5598308754438736,46,30.7199746186049,5.686118955748097,0.5977524738347089,8,8,0.9072999596794756,-0.09116583747835184,0.12364020227100125,4.5102810375396984e-17
2014-03-11,46,4,0.5600302935644418,46,28.588140997197083,6.10999730515657,0.5945054047473183,8,8,0.904370193846908,-0.06410389127202033,0.18523311475180393,6.938893903907228e-17
2014-03-12,46,4,0.5610441799282281,45,31.621454770641417,5.523878985582898,0.5989869983945076,7,8,0.8304756458326061,-0.06690271228265912,0.14324625158615426,5.0306980803327406e-17
2014-03-13,46,4,0.561739267085945,46,30.185518883450356,5.791022572252106,0.5960312788075138,7,9,0.8491846493720369,-0.04821025423335891,0.06612208591623658,2.5153490401663703e-17
2014-03-14,46,4,0.5610813105223796,45,32.256793625627395,5.415079115685318,0.5920375349180508,5,6,0.6091582361644992,-0.040733156268982516,0.06912212994262322,2.5451645999097217e-17
2014-03-17,46,4,0.562189949668426,46,29.673640588432676,5.88655223775203,0.5947269572439559,5,4,0.5448698164495259,-0.05138009189675263,0.09041919233004317,9.80118763926896e-17
2014-03-18,46,4,0.5632146246289521,46,33.87057500097461,5.157795704572633,0.58660525922983,6,5,0.6732440415028634,0.039369216620140035,0.1368294513703647,3.8163916471489756e-17
2014-03-19,46,4,0.5603075434559588,45,33.26370114162994,5.251162182986927,0.5764863887907404,5,6,0.6665837364234919,0.027598796263003947,0.1397026519406635,5.334274688628682e-17
2014-03-20,46,4,0.5603435126427418,45,35.417052686854944,4.931892301866672,0.5726951524445364,7,7,0.9124564875976414,-0.00014405291726232727,0.34769667887213274,1.1449174941446927e-16
2014-03-21,46,4,0.5589572805272063,45,32.47053685709341,5.3794333696995125,0.5688370092048396,10,9,1.1466751393441874,-0.019611855647055268,0.29768951759267465,2.3592239273284576e-16
2014-03-24,46,4,0.5597439861991057,45,35.266882392311835,4.9528928459858665,0.5617144318629762,11,7,1.1271101252340425,-0.05757292092671036,0.2921549162293229,2.8622937353617317e-16
2014-03-25,46,4,0.5588475574079711,45,34.51871724790339,5.060242773410578,0.5682717676138344,10,6,1.0291062353197817,-0.04457289921451973,0.3063542969807304,1.960237527853792e-16
2014-03-26,46,4,0.5583744664343331,46,34.58052160507532,5.05127983509752,0.5701513895695972,11,7,1.113748522909767,-0.08622242966191068,0.3334033374237604,2.5847379792054426e-16
2014-03-27,46,4,0.5575878735933469,45,33.71550360885216,5.180794317283904,0.5669316142755235,11,7,1.192536697138241,-0.15306231804511577,0.39449628518973834,1.2559397966072083e-15
2014-03-28,46,4,0.5537735690293849,46,34.25309728122243,5.099484667487093,0.5692290724641385,12,8,1.2125404673046487,-0.16003328883810877,0.38538363622163563,3.452099717193846e-16
2014-03-31,46,4,0.5538073022256295,46,33.38448754053836,5.232448046023638,0.5688999853480227,12,8,1.1914272979232192,-0.1540872291324255,0.3779077805642622,2.1076890233118206e-16
2014-04-01,46,4,0.5539323185011168,46,34.5459439436115,5.057515770965616,0.5731239726695194,10,9,1.0409369230341887,-0.12295829634108846,0.18222063274879574,6.071532165918825e-17
2014-04-02,46,4,0.549749680351868,46,36.87646979622591,4.737242573400972,0.5760038978659492,9,9,1.0070835158201448,-0.11148060192986949,0.19408839738173372,1.0234868508263162e-16
2014-04-03,46,4,0.5491602878372581,46,32.43250236408512,5.38575946258321,0.5783528008010671,11,9,1.1256799017981556,-0.09538402057816152,0.23623199010227974,8.283304597789254e-17
2014-04-04,46,4,0.547908009222463,46,32.392067081632256,5.3924822228802896,0.5802365730729824,11,8,1.0665154502654959,-0.10299196098208492,0.2698377225006538,2.0930522939832663e-16
2014-04-07,46,4,0.5499910885319425,45,31.382196394666472,5.565993128855461,0.5906397522216095,11,9,1.0881326026874418,-0.07972191725021377,0.1854488027010481,2.3245294578089215e-16
2014-04-08,46,4,0.5497743922098342,46,34.444671805995725,5.0815304707282465,0.5919160398637846,11,9,1.0808813964395634,-0.047991522022626035,0.14986506994709584,1.249000902703301e-16
2014-04-09,46,4,0.5473859402919867,45,37.49815288872735,4.658178498003197,0.5888799437229795,8,8,0.9436571257012034,-0.048548832213970786,0.24422033673322147,7.632783294297951e-17
2014-04-10,46,4,0.5479458465296968,45,35.01800635691149,4.988093488841093,0.5965022002177995,10,7,0.9818939647868631,-0.040142724236987934,0.2019026983739455,1.8041124150158794e-16
2014-04-11,46,4,0.5490350129165774,46,39.28186453872594,4.447353355004033,0.6009766946487514,11,9,1.1156273406435413,-0.07605925845382679,0.20714762940354658,1.3357370765021415e-16
2014-04-14,46,4,0.5497739185666453,45,35.35428680684321,4.940648087611721,0.6027080279444965,10,8,1.0313706703428176,-0.07234420636112178,0.18425878898301323,8.326672684688674e-17
2014-04-15,46,4,0.5439913624755097,45,37.7103297713497,4.631969292239219,0.607635245659225,12,9,1.183277764736525,-0.09939196318938144,0.24642846771933455,1.6653345369377348e-16
2014-04-16,46,4,0.545029809900316,46,40.04596534316779,4.362430165628457,0.6160054864728952,10,9,1.0351165891705518,-0.07124247487751417,0.1442004684992252,6.938893903907228e-17
2014-04-17,46,4,0.5451648342372314,45,39.910398177995866,4.376631090526432,0.6123113144054982,8,8,0.8561695195120457,-0.035826672996180454,0.091151943693879,9.020562075079397e-17
2014-04-22,46,4,0.5477035305050779,44,42.26019993264351,4.1338380238980195,0.5968036512925071,6,7,0.779631516666875,-0.046146681720475397,0.16115611742430308,1.1796119636642288e-16
2014-04-23,46,4,0.5475432444638996,46,38.5872499922993,4.526729299424076,0.597287914287475,7,5,0.7299407824509659,-0.03842658206417896,0.16867069906210724,6.245004513516506e-17
2014-04-24,46,4,0.5476430231702235,46,40.136358612356325,4.351991451138463,0.5931889529307215,7,5,0.7287542837770102,-0.05649620805277904,0.18285284739522487,2.1510571102112408e-16
2014-04-25,46,4,0.5480191615501774,44,36.526798053804185,4.783315110726768,0.5944622893029882,6,4,0.6299573529999407,-0.017062192926833863,0.14175545074566043,9.71445146547012e-17
2014-04-28,46,4,0.5493918628383581,45,38.43442743106646,4.544703828732423,0.5938623025959843,6,6,0.6889150378978222,-0.026543910226113982,0.12424831510043471,6.245004513516506e-17
2014-04-29,46,4,0.5501192781071548,45,37.88336493697218,4.610812418371907,0.5977270752668249,5,7,0.6845908405052175,-0.004542897915545594,0.1108849706025483,2.4069288229178198e-17
2014-04-30,46,4,0.5491240871771106,46,35.15450947804204,4.968768730876205,0.5852287043025902,6,8,0.8014780035141056,-0.028414718135799884,0.1471126454220828,1.713039432527097e-16
2014-05-01,46,4,0.5494848104375787,46,33.05883519328731,5.283764431586942,0.5865503891579601,7,9,0.859744872587382,-0.007156637316842354,0.09864710179867307,4.9439619065339e-17
2014-05-02,46,4,0.5496594080389858,45,36.71876047876573,4.757052994806803,0.5864109288817257,6,7,0.7464130963351885,-0.006083965488180714,0.14121474385186178,1.3357370765021415e-16
2014-05-05,46,4,0.5491393030116932,46,32.95463358271958,5.3004199349333305,0.574733365320656,6,4,0.6874061486413433,0.01639617456147162,0.23563725201407723,7.654467337747661e-17
2014-05-06,46,4,0.5494072916311888,45,35.12009515025843,4.973593857128855,0.5735139745140932,6,4,0.6540904840302005,0.012033683940236678,0.13327491367570604,2.6020852139652106e-17
2014-05-07,46,4,0.5493381125942383,46,33.41497340231396,5.2274123474283885,0.5726835832369004,6,4,0.6237844006721461,-0.0030593023649465563,0.11797670418477463,8.153200337090993e-17
2014-05-08,46,4,0.5498062867259348,45,34.21082452066536,5.105784264146961,0.5723100811071385,7,6,0.7890804131442174,0.02506545269496159,0.20443772530858645,1.0061396160665481e-16
2014-05-09,46,4,0.5493142618954743,45,33.028285679122256,5.2885908520380775,0.5713817602389797,7,6,0.8004801748842126,0.03528107832021215,0.24880385195801405,2.8449465006019636e-16
2014-05-12,46,4,0.5505421963263101,45,31.363803560289796,5.569257222432759,0.5739375994282259,7,6,0.775683858092878,0.024242376348511223,0.19102141609147846,6.245004513516506e-17
2014-05-13,46,4,0.5507681312747071,46,29.85890419639783,5.850264688203595,0.5667836357563261,9,7,0.938044559927238,0.020707262479720552,0.23422949913988156,1.4051260155412137e-16
2014-05-14,46,4,0.5521328253640619,46,28.289498659389352,6.174563224047672,0.566966537340735,9,8,1.01876104877329,0.035910564601030565,0.30767108836569435,9.194034422677078e-17
2014-05-15,46,4,0.5537765181396528,46,30.091424239729232,5.804808074359043,0.5745025653598835,9,9,1.0058019225496435,0.04203716899516474,0.17324564914893267,1.2105117255800657e-16
2014-05-16,46,4,0.5543754230886966,46,28.176047436147773,6.200007869588282,0.5745303099492095,8,8,0.9120882820347395,0.023744850013666795,0.18682111031710202,1.6306400674181987e-16
2014-05-19,46,4,0.5500653469256468,46,29.75979408544996,5.870974510560512,0.5721820089824383,5,7,0.7233719405991806,0.021719305354849255,0.14048170155564793,6.526897078362737e-17
2014-05-20,46,4,0.5501409145760816,46,29.896952624655064,5.864686837440554,0.5707076948383962,8,6,0.8894039512735599,0.03300241837440395,0.26218445207615204,4.3021142204224816e-16
2014-05-21,46,4,0.5487122982824242,46,31.48503895424656,5.548551657978738,0.5718105374390107,8,6,0.8754345212891756,0.02493997135617706,0.23811194744080708,9.020562075079397e-17
2014-05-22,46,4,0.5472213494040243,45,30.236337545734816,5.776926164979457,0.5758531680399746,8,5,0.7823669492518406,0.0035724356538792603,0.17494852846262265,1.177877240188252e-15
2014-05-23,46,4,0.5451031247356078,44,30.88718954897918,5.6602438746759685,0.5779640516011668,8,5,0.7926800001002849,0.0021924225083255868,0.22318629569635762,1.4224732503009818e-16
2014-05-26,46,4,0.5460079823899693,45,34.76238687785318,5.024772611698563,0.5828581767962523,7,5,0.7544809383698745,0.015071976303262201,0.2066030288565267,2.3592239273284576e-16
2014-05-27,46,4,0.5460000346698111,45,32.83760626573583,5.319300319504945,0.5844251835125908,7,6,0.7666519061749988,0.03178906076236376,0.12057389310979663,1.0234868508263162e-16
2014-05-28,46,4,0.5461192844387776,45,35.69030247523951,4.894133066602261,0.5564139188533269,7,6,0.7258242907091803,0.04103988260231651,0.07921194767784252,2.2551405187698492e-17
2014-05-29,46,4,0.5467923057046525,46,31.99472319224257,5.462832039552585,0.5328823538047512,7,6,0.7268639797544737,0.035921313561841424,0.07754075674249652,6.299214622140781e-17
2014-05-30,46,4,0.5444546161297278,46,34.20160496306471,5.112162086900803,0.5270922930716523,7,5,0.6645245439977844,0.01847367882604919,0.0877594655305148,6.201636426617085e-17
2014-06-02,46,4,0.5433050147385575,46,35.65308989106566,4.899506825465457,0.5293831220212816,7,5,0.6640711706802311,0.018507200492816185,0.08751724777883801,3.5128150388530344e-17
2014-06-03,46,4,0.5416270662256358,46,35.837697321514526,4.874551972736769,0.5216392275086096,9,5,0.8162057554825219,0.007588740542266544,0.19809901739016933,6.938893903907228e-17
2014-06-04,46,4,0.5413887609894749,46,35.356341565987265,4.941846772708799,0.5192154367939235,11,6,0.9929431515132742,-0.012577511856790867,0.25651216487354594,1.43982048506075e-16
2014-06-05,46,4,0.540098161122322,46,35.03380272144822,4.986092889926859,0.5218741494319807,11,6,1.0040717309201257,-0.039801683043429764,0.2652484288062375,2.914335439641036e-16
2014-06-06,46,4,0.5409448062774536,46,36.3557493871472,4.8049065826097,0.5184771151749809,11,7,1.0691081163257585,-0.07503390510975101,0.23837965378803572,4.185020385794047e-16
2014-06-09,46,4,0.5413211776567463,45,39.14944657128541,4.461700095378158,0.5099170448979086,8,6,0.8065290946167877,-0.020485976906725527,0.11575980041484726,5.551115123125783e-17
2014-06-10,46,4,0.5414866851965103,45,36.321892972920864,4.809030455305031,0.5117857320413183,8,5,0.7614356397827173,0.030240491738898,0.14525911810502,1.8041124150158794e-16
2014-06-11,46,4,0.5416790887474615,45,35.953553735422204,4.858298314166774,0.5054922918945471,8,4,0.7028514402396798,0.03740072140952732,0.17662606280006768,9.71445146547012e-17
2014-06-12,46,4,0.5423388233183994,44,36.494526729387886,4.786443962617819,0.5034832076033521,6,5,0.6456161906202283,0.026969628316117822,0.10032363767987366,9.568084172184577e-17
2014-06-13,46,4,0.5426925876002711,45,38.716611972739756,4.511579929155293,0.5152702148788786,6,5,0.7427106556597126,0.005858359099388099,0.24870992975657108,2.1597307275911248e-16
2014-06-16,46,4,0.5310133034802571,45,37.406227098485694,4.669625970061478,0.5191558577195414,6,4,0.6878716676490706,0.019463604846124433,0.23451312598729815,3.170207152347615e-16
2014-06-17,46,4,0.5300314923986965,45,40.990675114228225,4.261288427534965,0.5244655366275133,6,4,0.6805310579380974,0.012925501376916561,0.20353097400873021,1.0168461125198425e-16
2014-06-18,46,4,0.5286524438137932,45,40.88711937169263,4.272081090213404,0.5162002532326792,4,4,0.4816971989800871,-0.0015515232056394655,0.08718509260997481,7.24247051220317e-17
2014-06-19,47,4,0.5164935786629794,47,39.72697537101602,4.396838366621389,0.49537346019431244,5,5,0.6393396219715917,0.052180536093686114,0.14335038033186626,9.020562075079397e-17
2014-06-20,47,4,0.51333771313326,46,41.010618875170735,4.260576609207796,0.4900083532593643,5,4,0.6059342395198981,0.0950956414403712,0.1500542237606446,1.3877787807814457e-16
2014-06-23,47,4,0.5138422982764905,46,37.95192050195657,4.604222092759737,0.49232587734748046,4,6,0.688250476770397,0.06535370876835139,0.20115254069508298,5.898059818321144e-17
2014-06-24,47,4,0.5138604468170233,47,33.830359141748716,5.163205296438873,0.48950402102806706,7,8,1.0035324768340002,0.10265918682094909,0.34950967310912706,2.3592239273284576e-16
2014-06-25,47,4,0.5136176383708179,46,35.82840532465093,4.875268964876577,0.49412242230672937,7,7,0.9284141085669148,0.07698551999735698,0.2661823195403568,1.8041124150158794e-16
2014-06-26,47,4,0.5129743027779208,46,37.31467063302598,4.681597228042748,0.49216803810953197,7,6,0.8236352123565217,0.06473395611748549,0.1579480021420089,1.942890293094024e-16
2014-06-27,47,4,0.5120990771487983,46,40.99719228722766,4.2617658448495765,0.49446866073893914,8,6,0.8616606642239232,0.05292333829362961,0.1545565191255948,1.0061396160665481e-16
2014-06-30,47,4,0.5055090854940559,45,37.912542554615726,4.607263921945545,0.49814339258945517,8,6,0.8563254235820599,0.05203191495116432,0.17149367538695703,1.1102230246251565e-16
2014-07-01,47,4,0.501541915982929,44,40.07808471608578,4.358605790855838,0.49904719634679356,7,6,0.7489966062963284,0.055510222651291345,0.16646930176509872,4.163336342344337e-17
2014-07-02,47,4,0.4973544069435509,44,42.65427114921691,4.095202855197769,0.48630272898353805,7,8,0.8581483077523502,0.07553874317888498,0.10369914548263134,8.326672684688674e-17
2014-07-03,47,4,0.4982527498596049,47,36.59443212913906,4.773214922005012,0.4949583232997686,9,10,1.0841496728689397,0.05634996478906135,0.17421361252844625,9.020562075079397e-17
2014-07-04,47,4,0.4986385478519886,46,36.08535717859011,4.841812617906726,0.496379507892004,9,8,1.0188378560348816,0.11684663325008963,0.28516853275565773,2.0816681711721685e-16
2014-07-07,47,4,0.4996426467461691,45,38.79209953846137,4.502800610931675,0.5034471413826853,10,7,0.9050932911111469,0.06472309409572666,0.08508677054648331,6.245004513516506e-17
2014-07-08,47,4,0.5029421203513689,46,38.56651156589513,4.52914096725914,0.5035816020279186,12,8,1.1243313853631443,0.10789421304508061,0.25682293034536674,1.6653345369377348e-16
2014-07-09,47,4,0.5032695522757427,46,34.03368305186228,5.132943896907271,0.4951170286463204,13,8,1.1733412455767633,0.08706797091978538,0.20508999565382352,9.08995101411847e-16
2014-07-10,47,4,0.5049855042854643,46,36.14224155467076,4.8359142801181445,0.4991640429099397,11,8,1.071765640734418,0.09147792360971564,0.24720526746938704,1.186550857568136e-15
2014-07-11,47,4,0.5046867435081661,46,37.128119115118174,4.707560177509324,0.49207289757183176,12,9,1.1899592575306523,0.13353207792620786,0.2518547306279281,8.465450562766819e-16
2014-07-14,47,4,0.505098528675927,47,28.786118330404832,6.067962602537169,0.4953897882521179,11,11,1.2346281653375797,0.020813080922856386,0.2280099800304609,1.97758476261356e-16
2014-07-15,47,4,0.5059934549266851,47,30.610789121084725,5.7062589536704005,0.4889661652791982,12,11,1.2298629408455164,-0.0023667401120270083,0.15920919621954757,6.245004513516506e-17
2014-07-16,47,4,0.5075164407103019,46,36.2238472708489,4.822386088426094,0.49712863210657277,13,9,1.1871756378235507,-0.004045560871430449,0.17831852381118957,8.326672684688674e-17
2014-07-17,47,4,0.5086943558032612,46,33.65774802166069,5.190070884492516,0.5087916658093141,13,9,1.1820623291374508,0.01881334026616458,0.1869497779229087,1.3877787807814457e-16
2014-07-18,47,4,0.5077731644089505,46,33.38634177368232,5.245993717959448,0.5023182159534592,13,8,1.1239242100906093,0.0293337570410912,0.1879224352273995,1.457167719820518e-16
2014-07-21,47,4,0.5105277562946745,47,32.784519555998855,5.3279136576257935,0.5086169197085917,14,7,1.1409200142490767,0.004027105460254659,0.31643651249885524,1.8735013540549517e-16
2014-07-22,47,4,0.5124396431252686,47,31.01676986616262,5.631569317334484,0.515095243462729,15,7,1.2302117575525107,0.011507466390713372,0.37403582477360575,2.203098814490545e-16
2014-07-23,47,4,0.5140574743139059,47,39.702578609793946,4.399540171378626,0.5228925478884958,15,7,1.2381121313168744,0.014876571584009773,0.3721312406697838,2.636779683484747e-16
2014-07-24,47,4,0.515271775524542,47,39.000483871267335,4.478741599146989,0.5270460056372193,15,8,1.3101458784173912,-0.09861400950097546,0.38663446753810504,3.469446951953614e-16
2014-07-25,47,4,0.5210362329604397,45,35.216097014465454,4.960035447123997,0.5404072773383203,14,5,1.1624783145024702,-0.0701337627667694,0.48645068228312927,2.3765711620882257e-16
2014-07-28,47,4,0.5197385025889345,47,35.553230243170596,4.913001949651511,0.546202393419735,14,5,1.1690785632039506,-0.03816672708455424,0.45433953931609566,2.1510571102112408e-16
2014-07-29,47,4,0.520269674035636,46,36.11682889280182,4.836335161638917,0.5505090447645761,13,4,1.0702375531258719,-0.06414509254987136,0.5030460981096342,2.1163626406917047e-16
2014-07-30,47,4,0.5186268229531451,47,36.80377553935956,4.746064417067841,0.5602781107503083,11,5,0.989971291250505,-0.09055453068187748,0.3975034772969491,3.2612801348363973e-16
