,paper (hedged),unhedged
2018-01-29,0.9975216344177839,1.1414606930482583
2018-01-30,0.9970677123713325,1.139088604587376
2018-01-31,1.0008381183546124,1.1435074043203861
2018-02-01,1.0012945926649734,1.1430700289739288
2018-02-02,1.0031671050628037,1.1426408570425237
2018-02-05,1.0046894529781734,1.1427256904446497
2018-02-06,1.007443395124965,1.1401922968041975
2018-02-07,1.0079691713036902,1.1449377178622904
2018-02-08,1.0117778047353032,1.1422613195599356
2018-02-09,1.0112780858309536,1.1368703469491055
2018-02-12,1.0129291582914877,1.1444363318265292
2018-02-13,1.013713375106659,1.1429882977169303
2018-02-14,1.0129527036323034,1.1461121802528338
2018-02-15,1.0070364326021453,1.144124157602206
2018-02-16,1.0074527212604154,1.1465087232224376
2018-02-19,1.0075966235218838,1.1450261507676542
2018-02-20,1.0085094098513936,1.1490521932266038
2018-02-21,1.0058968727387207,1.1466107744928655
2018-02-22,1.0067071607142084,1.1472183646593554
2018-02-23,1.005712460201876,1.1470455207322279
2018-02-26,1.0050118866200555,1.147500284391756
2018-02-27,1.00150068378552,1.1423118958508898
2018-02-28,0.9990975154361739,1.1389628342163318
2018-03-01,1.0025546030803052,1.1382226714696835
2018-03-02,1.006157688073524,1.1351510924134132
2018-03-05,1.0025359529222022,1.1357195530549637
2018-03-06,1.0025821137063526,1.1353639264839968
2018-03-07,1.003125802282653,1.1391178224322303
2018-03-08,1.0011477307612926,1.142487607560898
2018-03-09,1.0011194554496576,1.1437397174034587
2018-03-12,1.0029988713166422,1.145864365334814
2018-03-13,1.0016933315439087,1.1427281280298511
2018-03-14,1.002439788497311,1.144078129269217
2018-03-15,1.0033068505316163,1.146759371246651
2018-03-16,1.001736049775671,1.1446975448629122
2018-03-19,1.0030502524428337,1.144425451976138
2018-03-20,1.003888511058321,1.1463236702426411
2018-03-21,1.0060145947722066,1.1472897844162333
2018-03-22,1.0049713498274118,1.1446978718998333
2018-03-23,1.004603921446883,1.144349642440365
2018-03-26,1.0054740228521548,1.1456101465941917
2018-03-27,1.0053368178957192,1.1446247566104626
2018-03-28,1.0032063088406282,1.1431099472790989
2018-03-29,1.002599660402115,1.1415690579396387
2018-04-03,1.0074320774264973,1.1465857992899045
2018-04-04,1.0067451588839267,1.1459591781596563
2018-04-05,1.0077915717631145,1.149450129404834
2018-04-06,1.0073086537557567,1.1486442269632655
2018-04-09,1.006058369032056,1.1475324499362045
2018-04-10,1.0047831729216459,1.145318998301003
2018-04-11,1.0029280866002992,1.1438022130273249
2018-04-12,1.0007880167732184,1.140732109713924
2018-04-13,1.0016299711242145,1.1417815086818444
2018-04-16,1.0039532069154902,1.144382789725514
2018-04-17,1.0015047794719663,1.1394450957596334
2018-04-18,1.0025156190120728,1.1399526237704023
2018-04-19,1.0017920612397389,1.139163828928757
2018-04-20,0.9987848814393465,1.1349645672548054
2018-04-23,0.9982537208704498,1.1340968140688916
2018-04-24,1.0012468315479,1.1368844904357547
2018-04-25,1.003221002788676,1.139564694350467
2018-04-26,1.0033925017337884,1.1388064586379325
2018-04-27,1.0026205876863108,1.1370198830192655
2018-04-30,1.000623792463702,1.1343661888754644
2018-05-01,1.0008862245050274,1.1346847320478013
2018-05-02,0.9998003895618182,1.1329678508967351
2018-05-03,1.0016980421822268,1.135440419755138
2018-05-04,1.0002387727949689,1.131592856829351
2018-05-07,1.001968810339958,1.1326506140993537
2018-05-08,1.0008118797783991,1.1303064357339716
2018-05-09,0.9987335990820186,1.1277988996573727
2018-05-10,0.9973612941247337,1.1268624430259633
2018-05-11,0.9976567237162192,1.1268389826025067
2018-05-14,0.9984586203297063,1.127685692350143
2018-05-15,0.9995734915667027,1.128964524641291
2018-05-16,0.9969959589140617,1.1266223382129295
2018-05-17,0.9936582332502563,1.1237854177391788
2018-05-18,0.9911736050089067,1.1179832406353547
2018-05-21,0.9905065988419736,1.1164916490389767
2018-05-22,0.9877644693561517,1.1140112659477015
2018-05-23,0.988859087549548,1.1168008414236728
2018-05-24,0.9845283234973286,1.1118039558872292
2018-05-25,0.9815426431280341,1.1074995048479093
2018-05-28,0.9802054632542189,1.1054148569179043
2018-05-29,0.9830076018488771,1.107336515374723
2018-05-30,0.9917867816304744,1.1182331547901696
2018-05-31,0.9926897880113333,1.119483553350463
2018-06-01,0.9935403142594648,1.1201470808563676
2018-06-04,0.9948298777599399,1.1207792759867738
2018-06-05,0.9960649302891993,1.1229975282496645
2018-06-06,0.9968136360973554,1.1244967158070571
2018-06-07,0.9976656377961979,1.1265821529029783
2018-06-08,0.9952635616835529,1.1223663427754333
2018-06-11,0.9954865547835513,1.1261031331767482
2018-06-12,0.995651216207036,1.1264852317937128
2018-06-13,0.9931311157117308,1.1215605986593198
2018-06-14,0.9946000628824812,1.1253270593479239
2018-06-15,0.9952907387242859,1.1237716358079959
2018-06-18,0.9962516653543751,1.1255229647909866
2018-06-19,0.9942319104203023,1.1238481553965836
2018-06-20,0.9906029922462612,1.1208433098884953
2018-06-21,0.9881623488705739,1.1153414063576488
2018-06-22,0.9893672032316285,1.1162963602699008
2018-06-25,0.9870040242548379,1.112305874032792
2018-06-26,0.990120627840086,1.1142060938336444
2018-06-27,0.9914003075787536,1.117569803943857
